# NVIDIA H100 80GB HBM3, 132 SMs, cold weights, 11 repetitions; synthetic BF16 inputs
M,N,K,variant,us,weight_GBs,lt_mismatches,max_abs_lt,cpu_max_abs,cpu_failures,repeat_mismatches
4,2048,3840,driver_transpose_bk256_d2_s8,12.160,1293.47,8,0.0009765625,0.001901201,0,0
8,2048,3840,cublaslt,12.768,1231.88,0,0,0.001901201,0,0
8,2048,3840,native_gemv_grid132,25.280,622.18,15,0.0009765625,0.001901201,0,0
8,2048,3840,native_gemv_grid528,25.696,612.10,15,0.0009765625,0.001901201,0,0
8,2048,3840,existing_s1,38.528,408.24,23,0.0009765625,0.001901201,0,0
8,2048,3840,transpose_bk128_d3_s1,29.792,527.95,23,0.0009765625,0.001901201,0,0
8,2048,3840,transpose_bk256_d2_s1,22.720,692.28,23,0.0009765625,0.001901201,0,0
8,2048,3840,driver_transpose_bk128_d3_s1,23.744,662.43,23,0.0009765625,0.001901201,0,0
8,2048,3840,driver_transpose_bk256_d2_s1,22.784,690.34,23,0.0009765625,0.001901201,0,0
8,2048,3840,existing_s4,17.664,890.43,12,0.0009765625,0.001901201,0,0
8,2048,3840,transpose_bk128_d3_s4,13.440,1170.29,13,0.0009765625,0.001901201,0,0
8,2048,3840,transpose_bk256_d2_s4,12.320,1276.68,13,0.0009765625,0.001901201,0,0
8,2048,3840,driver_transpose_bk128_d3_s4,13.568,1159.25,13,0.0009765625,0.001901201,0,0
8,2048,3840,driver_transpose_bk256_d2_s4,12.480,1260.31,13,0.0009765625,0.001901201,0,0
8,2048,3840,existing_s8,16.000,983.04,16,0.0009765625,0.001901201,0,2
8,2048,3840,transpose_bk128_d3_s8,12.384,1270.08,15,0.0009765625,0.001901201,0,0
8,2048,3840,transpose_bk256_d2_s8,12.960,1213.63,15,0.0009765625,0.001901201,0,0
8,2048,3840,driver_transpose_bk128_d3_s8,12.832,1225.74,15,0.0009765625,0.001901201,0,0
8,2048,3840,driver_transpose_bk256_d2_s8,13.056,1204.71,15,0.0009765625,0.001901201,0,0
16,2048,3840,cublaslt,12.864,1222.69,0,0,0.001901201,0,0
16,2048,3840,native_gemv_grid132,41.600,378.09,30,0.0009765625,0.001901201,0,0
16,2048,3840,native_gemv_grid528,45.696,344.20,30,0.0009765625,0.001901201,0,0
16,2048,3840,existing_s1,38.784,405.54,53,0.001953125,0.001901201,0,0
16,2048,3840,transpose_bk128_d3_s1,33.856,464.57,53,0.001953125,0.001901201,0,0
16,2048,3840,transpose_bk256_d2_s1,26.272,598.68,53,0.001953125,0.001901201,0,0
16,2048,3840,driver_transpose_bk128_d3_s1,31.680,496.48,53,0.001953125,0.001901201,0,0
16,2048,3840,driver_transpose_bk256_d2_s1,27.872,564.32,53,0.001953125,0.001901201,0,0
16,2048,3840,existing_s4,17.984,874.59,26,0.0009765625,0.001901201,0,0
16,2048,3840,transpose_bk128_d3_s4,13.728,1145.73,27,0.0009765625,0.001901201,0,0
16,2048,3840,transpose_bk256_d2_s4,13.824,1137.78,27,0.0009765625,0.001901201,0,0
16,2048,3840,driver_transpose_bk128_d3_s4,13.632,1153.80,27,0.0009765625,0.001901201,0,0
16,2048,3840,driver_transpose_bk256_d2_s4,13.984,1124.76,27,0.0009765625,0.001901201,0,0
16,2048,3840,existing_s8,17.312,908.54,29,0.0009765625,0.001901201,0,2
16,2048,3840,transpose_bk128_d3_s8,13.568,1159.25,29,0.0009765625,0.001901201,0,0
16,2048,3840,transpose_bk256_d2_s8,12.992,1210.64,29,0.0009765625,0.001901201,0,0
16,2048,3840,driver_transpose_bk128_d3_s8,13.632,1153.80,29,0.0009765625,0.001901201,0,0
16,2048,3840,driver_transpose_bk256_d2_s8,13.088,1201.76,29,0.0009765625,0.001901201,0,0
1,3840,4096,cublaslt,15.104,2082.71,0,0,0.001793924,0,0
1,3840,4096,native_gemv_grid132,22.176,1418.53,7,0.001953125,0.001793924,0,0
1,3840,4096,native_gemv_grid528,20.448,1538.40,7,0.001953125,0.001793924,0,0
1,3840,4096,existing_s1,40.160,783.30,0,0,0.001793924,0,0
1,3840,4096,transpose_bk128_d3_s1,31.584,995.99,0,0,0.001793924,0,0
1,3840,4096,transpose_bk256_d2_s1,24.192,1300.32,0,0,0.001793924,0,0
1,3840,4096,driver_transpose_bk128_d3_s1,25.152,1250.69,0,0,0.001793924,0,0
1,3840,4096,driver_transpose_bk256_d2_s1,24.288,1295.18,0,0,0.001793924,0,0
1,3840,4096,existing_s4,21.152,1487.20,5,0.0009765625,0.001793924,0,0
1,3840,4096,transpose_bk128_d3_s4,17.536,1793.87,5,0.0009765625,0.001793924,0,0
1,3840,4096,transpose_bk256_d2_s4,17.728,1774.44,5,0.0009765625,0.001793924,0,0
1,3840,4096,driver_transpose_bk128_d3_s4,17.504,1797.15,5,0.0009765625,0.001793924,0,0
1,3840,4096,driver_transpose_bk256_d2_s4,17.824,1764.88,5,0.0009765625,0.001793924,0,0
1,3840,4096,existing_s8,22.432,1402.34,7,0.001953125,0.001793924,0,1
1,3840,4096,transpose_bk128_d3_s8,19.424,1619.51,8,0.001953125,0.001793924,0,0
1,3840,4096,transpose_bk256_d2_s8,18.880,1666.17,8,0.001953125,0.001793924,0,0
1,3840,4096,driver_transpose_bk128_d3_s8,19.200,1638.40,8,0.001953125,0.001793924,0,0
1,3840,4096,driver_transpose_bk256_d2_s8,19.136,1643.88,8,0.001953125,0.001793924,0,0
2,3840,4096,cublaslt,15.872,1981.94,0,0,0.0009963008,0,0
