shape,M,N,K,arm,splitK,BM,BN,BK,stages,threads,grid,repeat,samples,median_us,p10_us,p90_us,logical_weight_GBs,physical_weight_passes,flush_bytes
gemma12_3840x4096,16,3840,4096,zg0,8,16,128,64,4,256,132,0,40,31.344002,30.496000,35.647999,1003.614026,1,268435456
gemma12_3840x4096,16,3840,4096,zg0,16,16,128,64,4,256,132,0,40,34.160000,32.928001,37.792000,920.880562,1,268435456
gemma12_3840x4096,16,3840,4096,cublasLt,0,0,0,0,0,0,0,1,40,29.680000,27.872000,34.208000,1059.881402,0,268435456
gemma12_3840x4096,16,3840,4096,scalar,0,0,0,0,0,256,132,1,40,76.175995,75.520004,77.152000,412.955304,2,268435456
gemma12_3840x4096,16,3840,4096,zg0,1,16,128,64,4,256,132,1,40,54.848000,54.271999,56.095997,573.535589,1,268435456
gemma12_3840x4096,16,3840,4096,zg0,2,16,128,64,4,256,132,1,40,34.863998,33.920002,36.639999,902.285452,1,268435456
gemma12_3840x4096,16,3840,4096,zg0,4,16,128,64,4,256,132,1,40,29.279999,28.480001,35.584000,1074.360727,1,268435456
gemma12_3840x4096,16,3840,4096,zg0,8,16,128,64,4,256,132,1,40,31.344002,30.336000,33.728001,1003.614026,1,268435456
gemma12_3840x4096,16,3840,4096,zg0,16,16,128,64,4,256,132,1,40,34.288002,33.504002,37.152000,917.442733,1,268435456
gemma12_15360x3840,16,15360,3840,cublasLt,0,0,0,0,0,0,0,0,40,61.344002,60.320000,64.512001,1923.004695,0,268435456
gemma12_15360x3840,16,15360,3840,scalar,0,0,0,0,0,256,132,0,40,232.223999,231.199997,233.855988,507.978504,2,268435456
gemma12_15360x3840,16,15360,3840,zg0,1,16,128,64,4,256,132,0,40,69.632004,68.639999,71.584000,1694.117647,1,268435456
gemma12_15360x3840,16,15360,3840,zg0,2,16,128,64,4,256,132,0,40,68.400002,66.976006,70.079994,1724.631579,1,268435456
gemma12_15360x3840,16,15360,3840,zg0,4,16,128,64,4,256,132,0,40,71.568001,70.431999,74.079994,1648.289738,1,268435456
gemma12_15360x3840,16,15360,3840,zg0,8,16,128,64,4,256,132,0,40,73.903999,72.672005,75.616005,1596.189651,1,268435456
gemma12_15360x3840,16,15360,3840,zg0,16,16,128,64,4,256,132,0,40,79.871994,78.656006,81.087997,1476.923221,1,268435456
gemma12_15360x3840,16,15360,3840,cublasLt,0,0,0,0,0,0,0,1,40,62.543999,60.416000,65.760002,1886.108979,0,268435456
gemma12_15360x3840,16,15360,3840,scalar,0,0,0,0,0,256,132,1,40,232.576004,231.616013,234.175995,507.209686,2,268435456
gemma12_15360x3840,16,15360,3840,zg0,1,16,128,64,4,256,132,1,40,69.440002,67.648003,72.351997,1698.801843,1,268435456
gemma12_15360x3840,16,15360,3840,zg0,2,16,128,64,4,256,132,1,40,68.175995,66.463997,71.424004,1730.298250,1,268435456
gemma12_15360x3840,16,15360,3840,zg0,4,16,128,64,4,256,132,1,40,72.112000,70.496002,74.560005,1635.855336,1,268435456
gemma12_15360x3840,16,15360,3840,zg0,8,16,128,64,4,256,132,1,40,74.656006,73.344002,76.736000,1580.111279,1,268435456
gemma12_15360x3840,16,15360,3840,zg0,16,16,128,64,4,256,132,1,40,81.456001,79.712006,83.103996,1448.202711,1,268435456
gemma12_3840x15360,16,3840,15360,cublasLt,0,0,0,0,0,0,0,0,40,67.007996,63.487999,75.967995,1760.458658,0,268435456
gemma12_3840x15360,16,3840,15360,scalar,0,0,0,0,0,256,132,0,40,392.943970,389.856018,398.368011,300.207687,2,268435456
gemma12_3840x15360,16,3840,15360,zg0,1,16,128,64,4,256,132,0,40,175.920013,174.048004,184.192001,670.559286,1,268435456
gemma12_3840x15360,16,3840,15360,zg0,2,16,128,64,4,256,132,0,40,95.631996,94.015999,104.832001,1233.528526,1,268435456
gemma12_3840x15360,16,3840,15360,zg0,4,16,128,64,4,256,132,0,40,69.295998,67.199997,76.736000,1702.332025,1,268435456
gemma12_3840x15360,16,3840,15360,zg0,8,16,128,64,4,256,132,0,40,68.272003,66.751999,75.680000,1727.865011,1,268435456
gemma12_3840x15360,16,3840,15360,zg0,16,16,128,64,4,256,132,0,40,71.808006,70.112000,79.616005,1642.780570,1,268435456
gemma12_3840x15360,16,3840,15360,cublasLt,0,0,0,0,0,0,0,1,40,65.664001,63.263996,70.175995,1796.491228,0,268435456
gemma12_3840x15360,16,3840,15360,scalar,0,0,0,0,0,256,132,1,40,391.839966,389.503998,394.688019,301.053515,2,268435456
gemma12_3840x15360,16,3840,15360,zg0,1,16,128,64,4,256,132,1,40,174.255997,173.247986,178.240005,676.962630,1,268435456
gemma12_3840x15360,16,3840,15360,zg0,2,16,128,64,4,256,132,1,40,95.167999,93.856003,98.655998,1239.542703,1,268435456
gemma12_3840x15360,16,3840,15360,zg0,4,16,128,64,4,256,132,1,40,68.784004,67.167999,75.584000,1715.003294,1,268435456
gemma12_3840x15360,16,3840,15360,zg0,8,16,128,64,4,256,132,1,40,68.095993,66.720001,70.463997,1732.331026,1,268435456
gemma12_3840x15360,16,3840,15360,zg0,16,16,128,64,4,256,132,1,40,72.863998,70.559998,76.416000,1618.972332,1,268435456
gemma12_8192x3840,16,8192,3840,cublasLt,0,0,0,0,0,0,0,0,40,43.104000,41.568001,46.208000,1459.599109,0,268435456
gemma12_8192x3840,16,8192,3840,scalar,0,0,0,0,0,256,132,0,40,132.671997,131.776001,133.503998,474.211288,2,268435456
gemma12_8192x3840,16,8192,3840,zg0,1,16,128,64,4,256,132,0,40,56.703999,54.720001,57.728001,1109.525959,1,268435456
gemma12_8192x3840,16,8192,3840,zg0,2,16,128,64,4,256,132,0,40,45.792000,44.256001,46.880001,1373.920335,1,268435456
gemma12_8192x3840,16,8192,3840,zg0,4,16,128,64,4,256,132,0,40,47.152000,45.728001,47.871998,1334.292501,1,268435456
gemma12_8192x3840,16,8192,3840,zg0,8,16,128,64,4,256,132,0,40,49.295998,46.911999,50.528000,1276.261055,1,268435456
gemma12_8192x3840,16,8192,3840,zg0,16,16,128,64,4,256,132,0,40,52.368000,49.984001,53.504002,1201.393217,1,268435456
gemma12_8192x3840,16,8192,3840,cublasLt,0,0,0,0,0,0,0,1,40,43.296001,41.407997,46.656002,1453.126386,0,268435456
gemma12_8192x3840,16,8192,3840,scalar,0,0,0,0,0,256,132,1,40,132.304001,131.328003,133.311996,475.530294,2,268435456
gemma12_8192x3840,16,8192,3840,zg0,1,16,128,64,4,256,132,1,40,56.448002,54.304001,57.503998,1114.557823,1,268435456
gemma12_8192x3840,16,8192,3840,zg0,2,16,128,64,4,256,132,1,40,45.440002,43.903999,46.495998,1384.563261,1,268435456
gemma12_8192x3840,16,8192,3840,zg0,4,16,128,64,4,256,132,1,40,47.520000,45.248001,48.992001,1323.959596,1,268435456
gemma12_8192x3840,16,8192,3840,zg0,8,16,128,64,4,256,132,1,40,49.759998,47.903999,50.688000,1264.360129,1,268435456
gemma12_8192x3840,16,8192,3840,zg0,16,16,128,64,4,256,132,1,40,52.784000,51.199997,54.368000,1191.924826,1,268435456
gemma12_512x3840,16,512,3840,cublasLt,0,0,0,0,0,0,0,0,40,22.448000,21.407999,26.591999,175.167498,0,268435456
gemma12_512x3840,16,512,3840,scalar,0,0,0,0,0,256,132,0,40,29.007999,28.128000,29.535999,135.554330,2,268435456
gemma12_512x3840,16,512,3840,zg0,1,16,128,64,4,256,132,0,40,54.239998,53.216000,55.392002,72.495580,1,268435456
gemma12_512x3840,16,512,3840,zg0,2,16,128,64,4,256,132,0,40,33.551998,31.520002,34.464001,117.195994,1,268435456
gemma12_512x3840,16,512,3840,zg0,4,16,128,64,4,256,132,0,40,23.167999,21.856001,24.256001,169.723757,1,268435456
gemma12_512x3840,16,512,3840,zg0,8,16,128,64,4,256,132,0,40,18.543999,17.120001,19.840000,212.044889,1,268435456
gemma12_512x3840,16,512,3840,zg0,16,16,128,64,4,256,132,0,40,17.296001,15.168000,18.656000,227.345025,1,268435456
gemma12_512x3840,16,512,3840,cublasLt,0,0,0,0,0,0,0,1,40,20.175999,19.200001,22.816000,194.892961,0,268435456
gemma12_512x3840,16,512,3840,scalar,0,0,0,0,0,256,132,1,40,28.048000,27.519999,28.768000,140.193953,2,268435456
gemma12_512x3840,16,512,3840,zg0,1,16,128,64,4,256,132,1,40,51.599998,50.880001,52.896000,76.204651,1,268435456
gemma12_512x3840,16,512,3840,zg0,2,16,128,64,4,256,132,1,40,31.199999,30.336000,32.832001,126.030777,1,268435456
gemma12_512x3840,16,512,3840,zg0,4,16,128,64,4,256,132,1,40,21.327999,20.703999,22.112001,184.366092,1,268435456
gemma12_512x3840,16,512,3840,zg0,8,16,128,64,4,256,132,1,40,16.864000,16.351999,18.048000,233.168880,1,268435456
gemma12_512x3840,16,512,3840,zg0,16,16,128,64,4,256,132,1,40,15.984000,15.392000,17.567999,246.006006,1,268435456
gemma12_3840x8192,16,3840,8192,cublasLt,0,0,0,0,0,0,0,0,40,43.007999,42.176003,44.256001,1462.857143,0,268435456
gemma12_3840x8192,16,3840,8192,scalar,0,0,0,0,0,256,132,0,40,156.320007,154.847992,157.792007,402.472876,2,268435456
gemma12_3840x8192,16,3840,8192,zg0,1,16,128,64,4,256,132,0,40,98.463997,98.048004,99.615997,638.960026,1,268435456
gemma12_3840x8192,16,3840,8192,zg0,2,16,128,64,4,256,132,0,40,56.368004,55.488003,57.535999,1116.139576,1,268435456
gemma12_3840x8192,16,3840,8192,zg0,4,16,128,64,4,256,132,0,40,44.736000,43.264000,45.792000,1406.351931,1,268435456
gemma12_3840x8192,16,3840,8192,zg0,8,16,128,64,4,256,132,0,40,46.223999,44.672001,47.584000,1361.079958,1,268435456
gemma12_3840x8192,16,3840,8192,zg0,16,16,128,64,4,256,132,0,40,48.255997,46.751999,49.472000,1303.766684,1,268435456
gemma12_3840x8192,16,3840,8192,cublasLt,0,0,0,0,0,0,0,1,40,43.200001,42.112000,44.160000,1456.355556,0,268435456
gemma12_3840x8192,16,3840,8192,scalar,0,0,0,0,0,256,132,1,40,156.175995,155.072006,158.143997,402.843971,2,268435456
gemma12_3840x8192,16,3840,8192,zg0,1,16,128,64,4,256,132,1,40,97.952003,96.863998,99.008003,642.299902,1,268435456
gemma12_3840x8192,16,3840,8192,zg0,2,16,128,64,4,256,132,1,40,56.015999,55.264000,57.119999,1123.153385,1,268435456
gemma12_3840x8192,16,3840,8192,zg0,4,16,128,64,4,256,132,1,40,44.528000,43.296001,45.664001,1412.921308,1,268435456
gemma12_3840x8192,16,3840,8192,zg0,8,16,128,64,4,256,132,1,40,46.255997,44.543999,47.456001,1360.138475,1,268435456
gemma12_3840x8192,16,3840,8192,zg0,16,16,128,64,4,256,132,1,40,48.911999,47.552002,50.368000,1286.280667,1,268435456
gemma12_262144x3840,16,262144,3840,cublasLt,0,0,0,0,0,0,0,0,40,670.687988,669.408020,673.376038,3001.792070,0,268435456
gemma12_262144x3840,16,262144,3840,scalar,0,0,0,0,0,256,132,0,40,3595.615967,3585.728027,3609.535889,559.922394,2,268435456
gemma12_262144x3840,16,262144,3840,zg0,1,16,128,64,4,256,132,0,40,792.255981,787.967957,798.399963,2541.181032,1,268435456
gemma12_262144x3840,16,262144,3840,zg0,2,16,128,64,4,256,132,0,40,784.816040,778.559998,792.031982,2565.271044,1,268435456
gemma12_262144x3840,16,262144,3840,zg0,4,16,128,64,4,256,132,0,40,795.408020,791.423950,802.208008,2531.110977,1,268435456
gemma12_262144x3840,16,262144,3840,zg0,8,16,128,64,4,256,132,0,40,896.384033,892.032043,900.511963,2245.985849,1,268435456
gemma12_262144x3840,16,262144,3840,zg0,16,16,128,64,4,256,132,0,40,1037.008057,1028.128052,1045.024048,1941.417808,1,268435456
gemma12_262144x3840,16,262144,3840,cublasLt,0,0,0,0,0,0,0,1,40,670.400024,668.895996,673.023987,3003.081623,0,268435456
gemma12_262144x3840,16,262144,3840,scalar,0,0,0,0,0,256,132,1,40,3599.551758,3587.615967,3611.552002,559.310175,2,268435456
gemma12_262144x3840,16,262144,3840,zg0,1,16,128,64,4,256,132,1,40,790.783936,785.823975,795.744019,2545.911499,1,268435456
gemma12_262144x3840,16,262144,3840,zg0,2,16,128,64,4,256,132,1,40,781.887939,777.504028,796.127991,2574.877835,1,268435456
gemma12_262144x3840,16,262144,3840,zg0,4,16,128,64,4,256,132,1,40,796.911987,791.520020,801.119995,2526.334049,1,268435456
gemma12_262144x3840,16,262144,3840,zg0,8,16,128,64,4,256,132,1,40,894.320007,891.359985,900.608032,2251.169514,1,268435456
gemma12_262144x3840,16,262144,3840,zg0,16,16,128,64,4,256,132,1,40,1037.072021,1028.287964,1047.391968,1941.298116,1,268435456
gemma31_8192x5376,16,8192,5376,cublasLt,0,0,0,0,0,0,0,0,40,52.431999,51.231998,53.855999,1679.897467,0,268435456
gemma31_8192x5376,16,8192,5376,scalar,0,0,0,0,0,256,132,0,40,189.264008,187.680008,191.839996,465.383718,2,268435456
gemma31_8192x5376,16,8192,5376,zg0,1,16,128,64,4,256,132,0,40,70.975998,70.463997,71.935997,1240.988278,1,268435456
gemma31_8192x5376,16,8192,5376,zg0,2,16,128,64,4,256,132,0,40,54.271999,53.183998,55.104000,1622.943396,1,268435456
gemma31_8192x5376,16,8192,5376,zg0,4,16,128,64,4,256,132,0,40,55.375999,53.920002,56.511997,1590.587691,1,268435456
gemma31_8192x5376,16,8192,5376,zg0,8,16,128,64,4,256,132,0,40,56.720001,55.776001,58.048000,1552.898166,1,268435456
gemma31_8192x5376,16,8192,5376,zg0,16,16,128,64,4,256,132,0,40,62.816002,61.695999,63.455997,1402.196638,1,268435456
gemma31_8192x5376,16,8192,5376,cublasLt,0,0,0,0,0,0,0,1,40,52.223999,50.784000,53.375999,1686.588235,0,268435456
gemma31_8192x5376,16,8192,5376,scalar,0,0,0,0,0,256,132,1,40,189.104004,187.839996,190.528000,465.777477,2,268435456
gemma31_8192x5376,16,8192,5376,zg0,1,16,128,64,4,256,132,1,40,70.608002,69.695999,71.776001,1247.456152,1,268435456
gemma31_8192x5376,16,8192,5376,zg0,2,16,128,64,4,256,132,1,40,53.728001,53.119999,55.135998,1639.375819,1,268435456
gemma31_8192x5376,16,8192,5376,zg0,4,16,128,64,4,256,132,1,40,55.568001,54.143997,56.480003,1585.091851,1,268435456
gemma31_8192x5376,16,8192,5376,zg0,8,16,128,64,4,256,132,1,40,57.008003,55.680000,58.175999,1545.052939,1,268435456
gemma31_8192x5376,16,8192,5376,zg0,16,16,128,64,4,256,132,1,40,63.391998,62.304001,64.191994,1389.455830,1,268435456
gemma31_4096x5376,16,4096,5376,cublasLt,0,0,0,0,0,0,0,0,40,35.328003,33.984001,36.511997,1246.608558,0,268435456
gemma31_4096x5376,16,4096,5376,scalar,0,0,0,0,0,256,132,0,40,109.552002,108.671997,110.624001,402.002629,2,268435456
gemma31_4096x5376,16,4096,5376,zg0,1,16,128,64,4,256,132,0,40,68.784004,68.351997,69.983994,640.267897,1,268435456
gemma31_4096x5376,16,4096,5376,zg0,2,16,128,64,4,256,132,0,40,41.840000,40.512001,42.815998,1052.585851,1,268435456
gemma31_4096x5376,16,4096,5376,zg0,4,16,128,64,4,256,132,0,40,34.880001,34.015999,36.063999,1262.620183,1,268435456
gemma31_4096x5376,16,4096,5376,zg0,8,16,128,64,4,256,132,0,40,38.000000,36.768002,38.911999,1158.952421,1,268435456
gemma31_4096x5376,16,4096,5376,zg0,16,16,128,64,4,256,132,0,40,41.503998,40.192001,42.688000,1061.107270,1,268435456
gemma31_4096x5376,16,4096,5376,cublasLt,0,0,0,0,0,0,0,1,40,34.959999,34.271999,36.448002,1259.730892,0,268435456
gemma31_4096x5376,16,4096,5376,scalar,0,0,0,0,0,256,132,1,40,109.199997,108.320000,109.984001,403.298462,2,268435456
gemma31_4096x5376,16,4096,5376,zg0,1,16,128,64,4,256,132,1,40,68.320000,67.071999,69.344002,644.616393,1,268435456
gemma31_4096x5376,16,4096,5376,zg0,2,16,128,64,4,256,132,1,40,41.472000,40.800003,42.528000,1061.925926,1,268435456
gemma31_4096x5376,16,4096,5376,zg0,4,16,128,64,4,256,132,1,40,35.007999,34.208000,36.160000,1258.003656,1,268435456
gemma31_4096x5376,16,4096,5376,zg0,8,16,128,64,4,256,132,1,40,38.288002,36.991997,39.264000,1150.234734,1,268435456
gemma31_4096x5376,16,4096,5376,zg0,16,16,128,64,4,256,132,1,40,41.936001,41.152000,42.944000,1050.176269,1,268435456
gemma31_5376x8192,16,5376,8192,cublasLt,0,0,0,0,0,0,0,0,40,50.400002,49.247997,51.903999,1747.626667,0,268435456
gemma31_5376x8192,16,5376,8192,scalar,0,0,0,0,0,256,132,0,40,215.872009,214.591995,218.207993,408.021316,2,268435456
gemma31_5376x8192,16,5376,8192,zg0,1,16,128,64,4,256,132,0,40,98.912003,98.336006,100.000000,890.492397,1,268435456
gemma31_5376x8192,16,5376,8192,zg0,2,16,128,64,4,256,132,0,40,60.672001,59.967999,62.463997,1451.746835,1,268435456
gemma31_5376x8192,16,5376,8192,zg0,4,16,128,64,4,256,132,0,40,67.472000,66.688004,68.576004,1305.436092,1,268435456
gemma31_5376x8192,16,5376,8192,zg0,8,16,128,64,4,256,132,0,40,58.959999,58.048000,60.480000,1493.900678,1,268435456
gemma31_5376x8192,16,5376,8192,zg0,16,16,128,64,4,256,132,0,40,60.495998,58.688000,62.112000,1455.970378,1,268435456
gemma31_5376x8192,16,5376,8192,cublasLt,0,0,0,0,0,0,0,1,40,50.688000,49.312000,52.448002,1737.696970,0,268435456
gemma31_5376x8192,16,5376,8192,scalar,0,0,0,0,0,256,132,1,40,215.824005,214.399994,217.216003,408.112091,2,268435456
gemma31_5376x8192,16,5376,8192,zg0,1,16,128,64,4,256,132,1,40,98.144005,97.056000,99.327995,897.460639,1,268435456
gemma31_5376x8192,16,5376,8192,zg0,2,16,128,64,4,256,132,1,40,60.096001,58.784000,61.280003,1465.661342,1,268435456
gemma31_5376x8192,16,5376,8192,zg0,4,16,128,64,4,256,132,1,40,67.215996,66.335999,68.063995,1310.408150,1,268435456
gemma31_5376x8192,16,5376,8192,zg0,8,16,128,64,4,256,132,1,40,59.375999,57.792000,60.896000,1483.434115,1,268435456
gemma31_5376x8192,16,5376,8192,zg0,16,16,128,64,4,256,132,1,40,61.056000,59.424004,62.688000,1442.616352,1,268435456
gemma31_21504x5376,16,21504,5376,cublasLt,0,0,0,0,0,0,0,0,40,98.352005,97.375999,99.296005,2350.851936,0,268435456
gemma31_21504x5376,16,21504,5376,scalar,0,0,0,0,0,256,132,0,40,465.216003,463.455994,468.447998,496.997111,2,268435456
gemma31_21504x5376,16,21504,5376,zg0,1,16,128,64,4,256,132,0,40,146.511993,145.503998,147.487991,1578.102872,1,268435456
gemma31_21504x5376,16,21504,5376,zg0,2,16,128,64,4,256,132,0,40,118.479996,117.023994,120.288002,1951.477239,1,268435456
gemma31_21504x5376,16,21504,5376,zg0,4,16,128,64,4,256,132,0,40,118.399994,116.704002,120.927994,1952.795805,1,268435456
gemma31_21504x5376,16,21504,5376,zg0,8,16,128,64,4,256,132,0,40,118.143997,114.496002,119.167999,1957.027086,1,268435456
gemma31_21504x5376,16,21504,5376,zg0,16,16,128,64,4,256,132,0,40,131.440002,130.048004,132.800003,1759.061229,1,268435456
gemma31_21504x5376,16,21504,5376,cublasLt,0,0,0,0,0,0,0,1,40,98.160004,97.248001,99.264000,2355.450367,0,268435456
gemma31_21504x5376,16,21504,5376,scalar,0,0,0,0,0,256,132,1,40,463.472015,461.440002,468.032013,498.867263,2,268435456
gemma31_21504x5376,16,21504,5376,zg0,1,16,128,64,4,256,132,1,40,146.192001,145.119995,147.103989,1581.557185,1,268435456
gemma31_21504x5376,16,21504,5376,zg0,2,16,128,64,4,256,132,1,40,118.192001,116.896004,119.744003,1956.232300,1,268435456
gemma31_21504x5376,16,21504,5376,zg0,4,16,128,64,4,256,132,1,40,118.384003,115.680000,123.391998,1953.059603,1,268435456
gemma31_21504x5376,16,21504,5376,zg0,8,16,128,64,4,256,132,1,40,118.112000,114.944000,119.552002,1957.557302,1,268435456
gemma31_21504x5376,16,21504,5376,zg0,16,16,128,64,4,256,132,1,40,132.496002,130.272003,133.343994,1745.041420,1,268435456
gemma31_5376x21504,16,5376,21504,cublasLt,0,0,0,0,0,0,0,0,40,99.599998,98.783997,100.256004,2321.395663,0,268435456
gemma31_5376x21504,16,5376,21504,scalar,0,0,0,0,0,256,132,0,40,875.199951,872.864014,878.592041,264.180787,2,268435456
gemma31_5376x21504,16,5376,21504,zg0,1,16,128,64,4,256,132,0,40,239.632004,239.040009,240.927994,964.858650,1,268435456
gemma31_5376x21504,16,5376,21504,zg0,2,16,128,64,4,256,132,0,40,129.743988,128.608002,130.656006,1782.055709,1,268435456
gemma31_5376x21504,16,5376,21504,zg0,4,16,128,64,4,256,132,0,40,143.968002,143.136002,145.183990,1605.988886,1,268435456
gemma31_5376x21504,16,5376,21504,zg0,8,16,128,64,4,256,132,0,40,119.087997,117.087997,120.223999,1941.513906,1,268435456
gemma31_5376x21504,16,5376,21504,zg0,16,16,128,64,4,256,132,0,40,121.183998,118.143997,124.031998,1907.933457,1,268435456
gemma31_5376x21504,16,5376,21504,cublasLt,0,0,0,0,0,0,0,1,40,99.760002,98.720001,101.311996,2317.672494,0,268435456
gemma31_5376x21504,16,5376,21504,scalar,0,0,0,0,0,256,132,1,40,875.104004,872.127991,880.959961,264.209749,2,268435456
gemma31_5376x21504,16,5376,21504,zg0,1,16,128,64,4,256,132,1,40,238.783997,238.432007,239.871994,968.285178,1,268435456
gemma31_5376x21504,16,5376,21504,zg0,2,16,128,64,4,256,132,1,40,129.776001,128.863998,130.656006,1781.616077,1,268435456
gemma31_5376x21504,16,5376,21504,zg0,4,16,128,64,4,256,132,1,40,144.143997,142.816010,145.759995,1604.027972,1,268435456
gemma31_5376x21504,16,5376,21504,zg0,8,16,128,64,4,256,132,1,40,118.255997,117.215996,120.288002,1955.173590,1,268435456
gemma31_5376x21504,16,5376,21504,zg0,16,16,128,64,4,256,132,1,40,121.360001,117.824005,123.712006,1905.166513,1,268435456
gemma31_16384x5376,16,16384,5376,cublasLt,0,0,0,0,0,0,0,0,40,79.680008,78.496002,80.447998,2210.852795,0,268435456
gemma31_16384x5376,16,16384,5376,scalar,0,0,0,0,0,256,132,0,40,363.440002,360.639984,365.631989,484.703852,2,268435456
gemma31_16384x5376,16,16384,5376,zg0,1,16,128,64,4,256,132,0,40,89.232002,87.776001,90.655998,1974.188273,1,268435456
gemma31_16384x5376,16,16384,5376,zg0,2,16,128,64,4,256,132,0,40,87.392006,85.984001,89.888000,2015.753756,1,268435456
gemma31_16384x5376,16,16384,5376,zg0,4,16,128,64,4,256,132,0,40,88.783997,86.751999,90.304001,1984.149937,1,268435456
gemma31_16384x5376,16,16384,5376,zg0,8,16,128,64,4,256,132,0,40,91.871994,90.368004,93.152000,1917.458888,1,268435456
gemma31_16384x5376,16,16384,5376,zg0,16,16,128,64,4,256,132,0,40,105.744003,103.903999,106.880005,1665.917385,1,268435456
